post_id,pslf_sentiment,primary_topic,pslf_stance,raw_response,error
1jvg7q3,neutral,career_impact,pursuing,,
94j26q,neutral,general_question,pursuing,,
84ehp2,very_positive,financial_planning,pursuing,,
5dmrp8,neutral,general_question,considering,,
1bqu9xz,neutral,financial_planning,considering,,
ck7m6t,neutral,general_question,unknown,,
1bjyry2,very_negative,frustration_venting,rejecting,,
117uonk,neutral,career_impact,unknown,,
p3wxv6,neutral,general_question,unknown,,
gwx18r,neutral,financial_planning,considering,,
8gso5f,neutral,career_impact,considering,,
1rt3q2y,neutral,general_question,pursuing,,
1hbj9cd,neutral,career_impact,pursuing,,
10y472r,neutral,career_impact,considering,,
yfdf9e,neutral,career_impact,pursuing,,
1sk9jt7,negative,servicer_issues,pursuing,,
1sn02mp,neutral,financial_planning,considering,,
j1knjt,neutral,financial_planning,considering,,
1futcug,negative,policy_uncertainty,pursuing,,
1rzwcwg,negative,servicer_issues,pursuing,,
1rwcfkt,negative,financial_planning,pursuing,,
wvxbaq,positive,policy_uncertainty,pursuing,,
18bgdsg,neutral,policy_uncertainty,unknown,,
1ogsgfj,very_negative,servicer_issues,pursuing,,
t94ms2,very_negative,policy_uncertainty,rejecting,,
1o0yx37,neutral,financial_planning,pursuing,,
1rm5qit,neutral,career_impact,considering,,
ankdem,neutral,general_question,unknown,,
1jz4ps2,neutral,general_question,considering,,
ve1izl,neutral,financial_planning,considering,,
8vz9uk,neutral,financial_planning,considering,,
rjze7b,neutral,general_question,unknown,,
2tg3fm,neutral,general_question,considering,,
3lfzxp,neutral,general_question,considering,,
1f1y4pr,neutral,career_impact,considering,,
ot8wva,neutral,general_question,considering,,
9bbjaj,neutral,general_question,considering,,
5eu6ca,neutral,general_question,considering,,
275pke,neutral,general_question,considering,,
4repnt,neutral,career_impact,considering,,
1gi3u8e,neutral,career_impact,considering,,
1rru86v,neutral,general_question,unknown,,
113g4vu,neutral,career_impact,considering,,
4568zb,very_positive,success_story,completed,,
sjqyk6,neutral,career_impact,considering,,
15jk6j9,neutral,general_question,considering,,
13m2z8b,very_positive,success_story,completed,,
r4yy9p,neutral,financial_planning,pursuing,,
16kl03k,neutral,financial_planning,pursuing,,
sok20p,neutral,financial_planning,considering,,
11r90bs,neutral,financial_planning,considering,,
vzpnft,neutral,financial_planning,considering,,
wufbkj,positive,financial_planning,considering,,
ekf6ae,neutral,financial_planning,pursuing,,
roek5x,neutral,financial_planning,pursuing,,
gkgypj,neutral,general_question,unknown,,
smuz3c,positive,financial_planning,pursuing,,
lx4rgp,positive,financial_planning,pursuing,,
90hm47,neutral,financial_planning,considering,,
bvzbq6,neutral,financial_planning,considering,,
dytzew,positive,financial_planning,pursuing,,
mrgshz,neutral,financial_planning,pursuing,,
j1fxw4,positive,financial_planning,pursuing,,
ipvh44,neutral,general_question,pursuing,,
1dog38,neutral,general_question,considering,,
2zc04x,negative,financial_planning,considering,,
5a2tpz,neutral,financial_planning,pursuing,,
bcx9kr,neutral,financial_planning,considering,,
5f28g7,positive,financial_planning,pursuing,,
6a6teu,neutral,financial_planning,considering,,
55f3na,neutral,financial_planning,considering,,
70hygr,very_negative,servicer_issues,pursuing,,
7vruh9,positive,financial_planning,pursuing,,
bmmjro,positive,financial_planning,pursuing,,
6rm60d,neutral,financial_planning,pursuing,,
9csenc,positive,financial_planning,pursuing,,
1e8d5ts,neutral,financial_planning,rejecting,,
1dle2e3,neutral,financial_planning,pursuing,,
1crzif9,neutral,financial_planning,pursuing,,
1cqfbxw,neutral,financial_planning,pursuing,,
1bb49dn,neutral,financial_planning,pursuing,,
