error,post_id,primary_topic,profession,pslf_sentiment,pslf_stance,raw_response,source
,831f8c4290770559,financial_planning,,neutral,unknown,,sdn
,3741b34c5e0c564b,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""neutral"", ""primary_topic"": ""financial_planning"", ""pslf_stance"": ""unknown""}
```",
,7bebb18f4fbfd718,financial_planning,,neutral,unknown,,sdn
,cdecd6519020dad7,financial_planning,,neutral,unknown,,sdn
,cc14c95d30a177e0,financial_planning,,neutral,unknown,,sdn
,1f9262365b441eb5,financial_planning,,neutral,unknown,,sdn
,63d3eb48e830e013,financial_planning,,neutral,unknown,,sdn
,53fb9170d36957e5,general_question,,neutral,unknown,,sdn
,dcadb57bcfb56e8f,general_question,,neutral,unknown,,sdn
,fb8c7e6e5e529bdf,general_question,,unknown,unknown,,sdn
,a5290f3f5b2b4843,general_question,,neutral,unknown,,sdn
,c7c5418b61b86050,general_question,,neutral,unknown,,sdn
,0861c9fe242e2ce1,general_question,,neutral,unknown,,sdn
,670bfd7b1fc1eeea,general_question,,neutral,unknown,,sdn
,72304efa0cb5d664,general_question,,neutral,unknown,,sdn
"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 7661350d-ac25-463f-9e73-7",8503d248d2481426,api_error,,api_error,unknown,,
,975eb718594a1149,general_question,,neutral,unknown,,sdn
,87cba42b66a87490,financial_planning,,neutral,considering,,sdn
,4ca76e289edbfae6,policy_uncertainty,,very_negative,rejecting,,sdn
,46fa79524e400937,policy_uncertainty,,very_negative,rejecting,,sdn
,30521ac045ffbe03,career_impact,,positive,pursuing,,sdn
,29214c52a07b7b6a,career_impact,,positive,pursuing,,sdn
,ead05af298d5f2d8,career_impact,,positive,pursuing,,sdn
"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 7661350d-ac25-463f-9e73-7",0d9ee4dbd6f10204,api_error,,api_error,unknown,,
,ff8492c05b91440c,career_impact,,positive,pursuing,,sdn
,ee625419cbabba1b,career_impact,,positive,pursuing,,sdn
,169e385c2b39577d,career_impact,,positive,pursuing,,sdn
,527a19132ce7913f,career_impact,,positive,pursuing,,sdn
,434945a780914929,career_impact,,positive,pursuing,,sdn
,7b3634a9262c0985,career_impact,,positive,pursuing,,sdn
,8f6d68e6f94eb473,policy_uncertainty,,negative,considering,,sdn
,a40b9c57ccb61285,policy_uncertainty,,negative,considering,,sdn
,95ce77d869b610f4,policy_uncertainty,,negative,considering,,sdn
,1622660f13886194,policy_uncertainty,,negative,considering,,sdn
,bc3c8ccb03d2e85d,policy_uncertainty,,negative,considering,,sdn
,3c41e37d44d98a3f,career_impact,,neutral,considering,,sdn
,2d7844a0a94b06da,policy_uncertainty,,negative,considering,,sdn
,5176774c336d3a42,policy_uncertainty,,negative,considering,,sdn
,4090a0b771925828,career_impact,,neutral,considering,,sdn
,0f2ec7f36db75be8,policy_uncertainty,,negative,considering,,sdn
,0a348ebd82fbe47d,career_impact,,neutral,considering,,sdn
,7e910e7baf9f0b10,policy_uncertainty,,negative,considering,,sdn
,51641d1fb0b74bb7,career_impact,,neutral,considering,,sdn
,2eecad552c6d0da6,policy_uncertainty,,negative,unknown,,sdn
,1675cb919334c2c8,career_impact,,neutral,considering,,sdn
,d61fc505faa2199f,policy_uncertainty,,negative,considering,,sdn
,06407cdcab034f5e,policy_uncertainty,,negative,considering,,sdn
,cbe95364cfb5b534,policy_uncertainty,,negative,considering,,sdn
,ef7155057b2ba6cf,policy_uncertainty,,negative,considering,,sdn
,158c236c6e72e202,general_question,,neutral,unknown,,sdn
,836129b548fc7a26,general_question,,neutral,unknown,,sdn
,cdf21c1922371f46,general_question,,neutral,unknown,,sdn
,c5dd652d85f48b7d,general_question,,neutral,unknown,,sdn
,e292feb5c444ce25,general_question,,neutral,unknown,,sdn
,769bbf0367a083a5,general_question,,neutral,unknown,,sdn
,c6de5de502b495c4,general_question,,neutral,unknown,,sdn
,09c5ee4dfd216363,general_question,,neutral,unknown,,sdn
,b0c3a45f90256ddb,career_impact,,positive,pursuing,,sdn
,4de89bbac78354b5,policy_uncertainty,,negative,considering,,sdn
,5347a78e25487f0d,career_impact,,positive,pursuing,,sdn
,035a7b313742069f,financial_planning,,neutral,unknown,,sdn
,f821c1183d583bf8,policy_uncertainty,,negative,considering,,sdn
,e9b3cd087ad5632f,career_impact,,positive,pursuing,,sdn
,4900e2f7ef5cf962,career_impact,,neutral,unknown,,sdn
,8edae9ab5d608664,policy_uncertainty,,negative,rejecting,,sdn
,ae6ffbb6199f512d,career_impact,,positive,pursuing,,sdn
,cf5a13f13c8e8be4,career_impact,,neutral,unknown,,sdn
,095dbcf600132439,policy_uncertainty,,negative,considering,,sdn
,53c0ad5bed77176a,career_impact,,positive,pursuing,,sdn
,c43157104943e88f,career_impact,,neutral,unknown,,sdn
,ef994c8674f150e2,policy_uncertainty,,negative,considering,,sdn
,b3875002f6284ccf,career_impact,,positive,pursuing,,sdn
,0f212bb2943eed76,career_impact,,neutral,unknown,,sdn
,bd0040b7413bb6da,policy_uncertainty,,negative,rejecting,,sdn
,a5258579cbe0b6da,career_impact,,positive,pursuing,,sdn
,5618ffc8ecb55585,career_impact,,neutral,unknown,,sdn
,32bcdeb738cd6908,policy_uncertainty,,negative,rejecting,,sdn
,e496aec34042bc0d,career_impact,,positive,pursuing,,sdn
,a3d13bf54a6aba3f,career_impact,,neutral,unknown,,sdn
,810f41f99cfa8eef,policy_uncertainty,,negative,considering,,sdn
,b463fd47648f88dd,career_impact,,positive,pursuing,,sdn
,61c68e90b0ef1c99,career_impact,,neutral,unknown,,sdn
,7f9585bbb09aa921,policy_uncertainty,,negative,considering,,sdn
,8cb0d37627b9c231,career_impact,,positive,pursuing,,sdn
,43f081217269e1b2,career_impact,,neutral,unknown,,sdn
,b000a9a71fa7f098,policy_uncertainty,,negative,considering,,sdn
,37becdb92fd759ae,career_impact,,positive,considering,,sdn
,8d6654c79ea29db2,career_impact,,positive,considering,,sdn
,742917d259436818,career_impact,,positive,considering,,sdn
,b0d4362d0cddc875,career_impact,,positive,considering,,sdn
,2a2135d569624c5a,career_impact,,positive,considering,,sdn
,031ead0e4edeb672,career_impact,,positive,pursuing,,sdn
,089ace56058e003c,financial_planning,,positive,pursuing,,sdn
,7907e603b61a82a3,career_impact,,positive,considering,,sdn
,90283a0bf3014458,financial_planning,,positive,considering,,sdn
,3e16636b992ed5b0,policy_uncertainty,,neutral,unknown,,sdn
,48bca3642effc5ee,parse_error,,parse_error,unknown,"```json
{""pslf_sentiment"": ""neutral"", ""primary_topic"": ""policy_uncertainty"", ""pslf_stance"": ""unknown""}
```",
,766de635d4543879,career_impact,,positive,pursuing,,sdn
,12ffbbab04c1308a,policy_uncertainty,,negative,considering,,sdn
,bef6e7c12d142e3e,frustration_venting,,very_negative,rejecting,,sdn
,8528589f77f2d424,policy_uncertainty,,negative,pursuing,,sdn
,e9bf81bb20131216,general_question,,neutral,unknown,,sdn
,ba3715c9b778898c,general_question,,neutral,unknown,,sdn
,4d86fc91af6983d4,general_question,,neutral,unknown,,sdn
,22879798851c1b49,policy_uncertainty,,very_negative,pursuing,,sdn
,fc4506f4d60fd3ee,policy_uncertainty,,very_negative,unknown,,sdn
,501c89d8c9551f01,career_impact,,negative,rejecting,,sdn
,1599b147755b038d,policy_uncertainty,,very_negative,rejecting,,sdn
,9ab0685f74774e51,policy_uncertainty,,very_negative,unknown,,sdn
,8651c05a58127b14,policy_uncertainty,,neutral,considering,,sdn
,22956d1f1ae3828f,policy_uncertainty,,very_negative,unknown,,sdn
,204166e3242bab89,policy_uncertainty,,very_negative,rejecting,,sdn
,3cb7de58631fb16a,general_question,,positive,pursuing,,sdn
,be325587a19a4bc1,general_question,,neutral,unknown,,sdn
,9264d474539ccc68,policy_uncertainty,,negative,unknown,,sdn
,a4fd676d7cacaa9f,policy_uncertainty,,negative,unknown,,sdn
,f7977314804e1e47,policy_uncertainty,,negative,considering,,sdn
,0afd4bef44c013b2,career_impact,,positive,pursuing,,sdn
,ed38aed18c3f953d,general_question,,neutral,unknown,,sdn
,8f5824f90db7307e,policy_uncertainty,,negative,unknown,,sdn
,52d82368ef9c710c,policy_uncertainty,,negative,unknown,,sdn
,df9ed3a3a6f7cfbb,policy_uncertainty,,neutral,unknown,,sdn
,5135d4956cdee30a,policy_uncertainty,,very_negative,pursuing,,sdn
,d32c7f33213ef9d0,policy_uncertainty,,negative,pursuing,,sdn
,24916af6cd92ba76,general_question,,neutral,unknown,,sdn
,da69cfadedc04b57,financial_planning,,neutral,unknown,,sdn
,38ede9c996c00df2,servicer_issues,,very_negative,rejecting,,sdn
,01a10cb111be705c,policy_uncertainty,,very_negative,unknown,,sdn
,1f5740e2d1660ea3,policy_uncertainty,,negative,unknown,,sdn
,9109f515f64a40f3,frustration_venting,,very_negative,rejecting,,sdn
,5acc1d226209644a,policy_uncertainty,,negative,pursuing,,sdn
,d3b66035df977a4d,general_question,,neutral,unknown,,sdn
,41fdbe418e6277bc,general_question,,neutral,unknown,,sdn
,92ebc19cc9bbb42d,general_question,,neutral,unknown,,sdn
,ba8a57f5b5ada529,policy_uncertainty,,negative,pursuing,,sdn
,0564f809ace90a1d,policy_uncertainty,,very_negative,unknown,,sdn
,fc2ae62c98163b0f,policy_uncertainty,,very_negative,rejecting,,sdn
,a3189d10a2c1ff43,policy_uncertainty,,very_negative,unknown,,sdn
,1b7f6364dffb8438,policy_uncertainty,,neutral,considering,,sdn
,7467054beba66f80,policy_uncertainty,,very_negative,unknown,,sdn
,c0ae346121a1048e,general_question,,neutral,unknown,,sdn
,ab963267a30cc7ef,policy_uncertainty,,negative,unknown,,sdn
,8acb3952c620baed,policy_uncertainty,,negative,unknown,,sdn
,5abab8bdbcf52198,policy_uncertainty,,negative,considering,,sdn
,59ae13208f725f4c,career_impact,,positive,pursuing,,sdn
,aa7b703acc8bc922,general_question,,neutral,unknown,,sdn
,88f3ed875486a9eb,policy_uncertainty,,negative,unknown,,sdn
,8790d4a54e8b7802,policy_uncertainty,,negative,unknown,,sdn
,4e2372bb1a6dbec6,policy_uncertainty,,negative,unknown,,sdn
,8ac0278f9a818191,policy_uncertainty,,very_negative,pursuing,,sdn
,44fc622f1d6b0d4c,policy_uncertainty,,negative,pursuing,,sdn
,8a8367bc5f91bffa,financial_planning,,neutral,unknown,,sdn
,910a3f6c61f5b3ca,servicer_issues,,very_negative,rejecting,,sdn
,045e6298661ea8f7,policy_uncertainty,,very_negative,unknown,,sdn
,06fadbf59eb2dc31,policy_uncertainty,,negative,unknown,,sdn
,75b1133c8a4e35f0,frustration_venting,,very_negative,rejecting,,sdn
,c3e174d1b26cab8f,policy_uncertainty,,negative,pursuing,,sdn
,b85caf3eab9428ee,general_question,,neutral,unknown,,sdn
,dee6a9e97148ba62,general_question,,neutral,unknown,,sdn
,d5643c0a4e99b83d,general_question,,neutral,unknown,,sdn
,7012fb692089ba85,policy_uncertainty,,very_negative,pursuing,,sdn
,15185edf548177eb,policy_uncertainty,,very_negative,unknown,,sdn
,cd183724235e6838,career_impact,,negative,rejecting,,sdn
,c3de0c4be9283fc8,policy_uncertainty,,very_negative,rejecting,,sdn
,3bb821e0aa0b40bb,policy_uncertainty,,very_negative,unknown,,sdn
,848292c2174a0553,policy_uncertainty,,neutral,considering,,sdn
,f7f5dfc4b9863910,policy_uncertainty,,very_negative,unknown,,sdn
,01c0fc142f8b904f,policy_uncertainty,,very_negative,rejecting,,sdn
,2c309f2e02dcdbf7,general_question,,positive,pursuing,,sdn
,062d8bd72d78e171,general_question,,neutral,unknown,,sdn
,fb075176b011ebeb,policy_uncertainty,,negative,unknown,,sdn
,11fe8748a1ef676f,policy_uncertainty,,negative,unknown,,sdn
,0b123c647d88b925,policy_uncertainty,,negative,unknown,,sdn
,f42bb7d42463eeb0,career_impact,,positive,pursuing,,sdn
,c61e025e7b58c27e,general_question,,neutral,unknown,,sdn
,5c7e4dd25fa40cad,policy_uncertainty,,negative,unknown,,sdn
,b3b1e8bf364e4f70,policy_uncertainty,,negative,unknown,,sdn
,eed98f6ece8c6a79,policy_uncertainty,,neutral,unknown,,sdn
,7b7ad07c71358787,policy_uncertainty,,very_negative,pursuing,,sdn
,db7b695063fc6cad,policy_uncertainty,,negative,pursuing,,sdn
,49c284109d567c59,general_question,,neutral,unknown,,sdn
,d52f9672b08df296,career_impact,,neutral,unknown,,sdn
,f9f6bbdf8c7aa6b6,servicer_issues,,very_negative,unknown,,sdn
,31d01fb04bf6ecb7,policy_uncertainty,,very_negative,unknown,,sdn
,b9e1265d2be09500,frustration_venting,,very_negative,rejecting,,sdn
,5cd20b3fa7ffb5cc,policy_uncertainty,,negative,pursuing,,sdn
,65103a1f85729c2e,general_question,,positive,unknown,,sdn
,f0c8eeca14ba1a6e,general_question,,neutral,unknown,,sdn
,9238db2705b035a9,general_question,,neutral,unknown,,sdn
,08af4119176cabf4,policy_uncertainty,,negative,pursuing,,sdn
,1d9b8c1097861842,policy_uncertainty,,very_negative,unknown,,sdn
,ee98c1aa6116a532,career_impact,,negative,rejecting,,sdn
,89e24b180947f5e4,policy_uncertainty,,very_negative,rejecting,,sdn
,dc6ff2d8c2dfd536,policy_uncertainty,,very_negative,unknown,,sdn
,e85bbc299abc6d77,policy_uncertainty,,neutral,considering,,sdn
,a358380b19d9f649,policy_uncertainty,,very_negative,unknown,,sdn
,fc238771f350dbf7,policy_uncertainty,,very_negative,rejecting,,sdn
,4d8d61e3d153929e,general_question,,positive,pursuing,,sdn
,38bb1805ba56a282,general_question,,negative,unknown,,sdn
,960f1167e027f91b,policy_uncertainty,,negative,unknown,,sdn
,57c8b4755bc5e8bb,policy_uncertainty,,negative,unknown,,sdn
,305addfdf4eb2f14,policy_uncertainty,,negative,unknown,,sdn
,74e3472175d7fea8,career_impact,,positive,pursuing,,sdn
,774dc0b6e17a812d,general_question,,neutral,unknown,,sdn
,20599d020c6cc762,policy_uncertainty,,negative,unknown,,sdn
,30d3e69e281ffc33,policy_uncertainty,,negative,unknown,,sdn
,2fdf8f2f21a5c89c,policy_uncertainty,,neutral,unknown,,sdn
,8cf336d9a1ea2753,policy_uncertainty,,very_negative,pursuing,,sdn
,384539f442a5d6af,policy_uncertainty,,negative,pursuing,,sdn
,40e2b3ae712a9552,general_question,,neutral,unknown,,sdn
,72352ab02d56172d,financial_planning,,neutral,unknown,,sdn
,dc5973580925a6aa,servicer_issues,,very_negative,rejecting,,sdn
,4e9d33d4a343c12f,policy_uncertainty,,very_negative,unknown,,sdn
,b25cdb9a81a84e9a,policy_uncertainty,,negative,unknown,,sdn
,4c2a923230c09509,policy_uncertainty,,negative,pursuing,,sdn
,8d1b24378016cfae,general_question,,neutral,unknown,,sdn
,140da168e259a684,general_question,,neutral,unknown,,sdn
,0f624e863b61de3b,general_question,,neutral,unknown,,sdn
,b8577a6d1eaabf20,policy_uncertainty,,very_negative,pursuing,,sdn
,93c34b520603675d,policy_uncertainty,,negative,unknown,,sdn
,e38c41a0a304b10b,career_impact,,negative,rejecting,,sdn
,513af9c60fb0a507,policy_uncertainty,,very_negative,rejecting,,sdn
,1a55c2cc1993f203,policy_uncertainty,,very_negative,unknown,,sdn
,f0a56971dc0e9c3f,policy_uncertainty,,neutral,unknown,,sdn
,d29fefb0f4b6e0b4,policy_uncertainty,,very_negative,unknown,,sdn
,a89d77a883eadefe,policy_uncertainty,,very_negative,rejecting,,sdn
,41d7ec8ebdcb7e69,general_question,,positive,pursuing,,sdn
,c334adce942d38b9,general_question,,neutral,unknown,,sdn
,6038b29003bf68e3,policy_uncertainty,,negative,unknown,,sdn
,96782aed44d34faa,policy_uncertainty,,negative,unknown,,sdn
,54072625d7c3d440,policy_uncertainty,,negative,considering,,sdn
,266682d5606b37e1,career_impact,,positive,pursuing,,sdn
,3353f8bf352412a8,general_question,,neutral,unknown,,sdn
,4699b3e7390d0ee9,policy_uncertainty,,negative,pursuing,,sdn
,773dc6d5cf00f037,policy_uncertainty,,negative,unknown,,sdn
,7685a57c41bdef37,policy_uncertainty,,neutral,unknown,,sdn
,c5d9e6aaafa672c9,policy_uncertainty,,very_negative,pursuing,,sdn
,5b5bf6399c6f46f6,policy_uncertainty,,negative,pursuing,,sdn
,5eeabb52321a9951,financial_planning,,neutral,unknown,,sdn
,8c866c50a3f403ba,servicer_issues,,very_negative,rejecting,,sdn
,0ef467961b914368,policy_uncertainty,,very_negative,unknown,,sdn
,8a25dbe53ecda5a5,policy_uncertainty,,negative,considering,,sdn
,e2c316006022135b,frustration_venting,,very_negative,rejecting,,sdn
,b06be7caa9f8597f,policy_uncertainty,,negative,pursuing,,sdn
,ce318221c058b0ae,general_question,,positive,unknown,,sdn
,2d5a94e909da275f,general_question,,neutral,unknown,,sdn
,13b4641b1fa24e95,general_question,,neutral,unknown,,sdn
,c5f4992ab931b9cc,policy_uncertainty,,very_negative,pursuing,,sdn
,076cda245c5c9c86,policy_uncertainty,,negative,unknown,,sdn
,c949c05afa6dc26d,career_impact,,negative,rejecting,,sdn
,035560a35f9247df,policy_uncertainty,,very_negative,rejecting,,sdn
,4c1c0765cdc60ed8,policy_uncertainty,,very_negative,unknown,,sdn
,b651943d3d3488f1,policy_uncertainty,,neutral,unknown,,sdn
,3fbad4fbe26032f4,policy_uncertainty,,very_negative,unknown,,sdn
,59ca42238cff041a,policy_uncertainty,,very_negative,rejecting,,sdn
,7f27191014c89f47,general_question,,neutral,unknown,,sdn
,234112fbc9ac488a,policy_uncertainty,,negative,unknown,,sdn
,c753868f7e33c5e7,policy_uncertainty,,negative,considering,,sdn
,0e945de6191937e8,career_impact,,positive,pursuing,,sdn
,a8e42dc0d23c86ca,general_question,,neutral,unknown,,sdn
,c10ff7d57734bb03,policy_uncertainty,,negative,unknown,,sdn
,09fe78318c5fd159,policy_uncertainty,,negative,unknown,,sdn
,7161f388b154e1c0,policy_uncertainty,,neutral,unknown,,sdn
,798a044b6712c1ad,policy_uncertainty,,negative,pursuing,,sdn
,fbace41e52d41a3d,general_question,,neutral,unknown,,sdn
,5a3a501d54f314c8,servicer_issues,,very_negative,rejecting,,sdn
,146a077b615ee447,policy_uncertainty,,very_negative,unknown,,sdn
,ae53c9e93a6ade7f,frustration_venting,,very_negative,rejecting,,sdn
,72c6aae20b9d32f5,policy_uncertainty,,negative,pursuing,,sdn
,3b9a9acabd6ca0d1,general_question,,positive,unknown,,sdn
,276fc772d22c86d4,general_question,,neutral,unknown,,sdn
,f01a96d4f01faadb,general_question,,neutral,unknown,,sdn
,d17cd261bf1d85cb,policy_uncertainty,,negative,pursuing,,sdn
,bd7a2af9fddf6e41,policy_uncertainty,,very_negative,unknown,,sdn
,47a31f44206bbb45,career_impact,,negative,rejecting,,sdn
,eb1c2ad39e314d37,policy_uncertainty,,very_negative,rejecting,,sdn
,2b788c69e8513745,policy_uncertainty,,very_negative,unknown,,sdn
,7726f206f9d3d6e7,policy_uncertainty,,neutral,unknown,,sdn
,f807a4c5a4100f49,policy_uncertainty,,very_negative,unknown,,sdn
,f16d382ee5329840,policy_uncertainty,,very_negative,rejecting,,sdn
,0e13986b8bb53b7f,general_question,,positive,pursuing,,sdn
,6cabaff5fe007ae3,general_question,,neutral,unknown,,sdn
,f0b67674539b45b7,policy_uncertainty,,negative,unknown,,sdn
,c4bc5c0b4961a76d,policy_uncertainty,,negative,unknown,,sdn
,357d0739b62eae3d,career_impact,,positive,pursuing,,sdn
,78c6bbf2e498ce48,general_question,,neutral,unknown,,sdn
,0bed4459e08b5b62,policy_uncertainty,,negative,unknown,,sdn
,2f93e0fabfaeca96,policy_uncertainty,,negative,unknown,,sdn
,d1d04899f50a5f5c,policy_uncertainty,,neutral,unknown,,sdn
,e75e3e3aeb5135c6,financial_planning,,neutral,unknown,,sdn
,bc82c24cf127bddf,career_impact,,neutral,unknown,,sdn
,734783410cf4754b,servicer_issues,,very_negative,rejecting,,sdn
,8b4fdb262e1e53da,policy_uncertainty,,very_negative,unknown,,sdn
,f2fa4ad70ba8f857,policy_uncertainty,,very_negative,unknown,,sdn
,daa6adb8ff4fd01a,frustration_venting,,very_negative,rejecting,,sdn
,711b3c1aba4951c5,policy_uncertainty,,negative,pursuing,,sdn
,1f589997c0a99b81,general_question,,neutral,unknown,,sdn
,07e24e170f966848,general_question,,neutral,unknown,,sdn
,65da0e0c56fbe2a2,general_question,,neutral,unknown,,sdn
,ab6e049ceb9fe1fd,policy_uncertainty,,very_negative,pursuing,,sdn
,8ebb127cc33148dd,policy_uncertainty,,very_negative,unknown,,sdn
,6bb67db75bbd482e,career_impact,,negative,rejecting,,sdn
,6fa8c78fbbae13fe,policy_uncertainty,,very_negative,rejecting,,sdn
,1f7d2dcaa437bea3,policy_uncertainty,,very_negative,unknown,,sdn
,91133b0d8af3c2a8,policy_uncertainty,,neutral,unknown,,sdn
,bfd38c6685f26bc4,policy_uncertainty,,very_negative,rejecting,,sdn
,02b327c9571e1f22,general_question,,positive,pursuing,,sdn
,974a69d9fd1c4119,policy_uncertainty,,negative,unknown,,sdn
,7e84c85a03c110bd,policy_uncertainty,,negative,considering,,sdn
,21f7d4103b09a790,career_impact,,positive,pursuing,,sdn
,54cb6139065c8784,general_question,,neutral,unknown,,sdn
,b5b83b2e06af89e4,policy_uncertainty,,negative,unknown,,sdn
,d9aa627ec7b19b79,policy_uncertainty,,negative,unknown,,sdn
,15851980de6b180d,policy_uncertainty,,neutral,unknown,,sdn
,fbe97cb33b63e504,policy_uncertainty,,very_negative,pursuing,,sdn
,d7d52d849340d430,policy_uncertainty,,negative,pursuing,,sdn
,29fe4c77168cebe2,general_question,,neutral,unknown,,sdn
,79b6bd0c7e21c0a6,financial_planning,,neutral,unknown,,sdn
,87b62f8bf9a152c1,servicer_issues,,very_negative,rejecting,,sdn
,7a7fe04bc9583860,policy_uncertainty,,very_negative,unknown,,sdn
,330fa7f40e36791b,policy_uncertainty,,very_negative,unknown,,sdn
,04052cc55bfce89c,frustration_venting,,very_negative,rejecting,,sdn
,aa7641a5f61bafd7,policy_uncertainty,,negative,pursuing,,sdn
,ff67f9225aa7d9c2,general_question,,positive,unknown,,sdn
,2a03fcd3e51ee4f7,general_question,,neutral,unknown,,sdn
,b3683da20798bc54,general_question,,neutral,unknown,,sdn
,d42bb240fc5b320d,policy_uncertainty,,very_negative,pursuing,,sdn
,2060a25445a23a3b,career_impact,,negative,rejecting,,sdn
,37457df3c2858480,policy_uncertainty,,very_negative,unknown,,sdn
,3a722aa09aeaa94d,policy_uncertainty,,neutral,unknown,,sdn
,fe56561038add29a,policy_uncertainty,,very_negative,unknown,,sdn
,a1903da2b40fdbdf,policy_uncertainty,,very_negative,rejecting,,sdn
,3c0abd53aaf0eb4e,general_question,,positive,pursuing,,sdn
,f699f22726d67655,general_question,,neutral,unknown,,sdn
,ef38b223aaeca8cc,policy_uncertainty,,negative,unknown,,sdn
,531266989d5d6517,policy_uncertainty,,negative,unknown,,sdn
,eab5a25e6f2f9afe,policy_uncertainty,,negative,unknown,,sdn
,b38678a87b6f9767,career_impact,,positive,pursuing,,sdn
,123dc3b684e6e2f7,general_question,,neutral,unknown,,sdn
,0e6f4b15a72e147f,policy_uncertainty,,negative,unknown,,sdn
,7b63a2cb9e56c8cb,policy_uncertainty,,neutral,unknown,,sdn
,d544157d8453bd2b,policy_uncertainty,,very_negative,pursuing,,sdn
,70c21d11c37b73ab,policy_uncertainty,,negative,pursuing,,sdn
,1cba5b808647f716,general_question,,neutral,unknown,,sdn
,60c5944563199c36,general_question,,neutral,unknown,,sdn
,7b38c9860157551a,servicer_issues,,very_negative,rejecting,,sdn
,817fe45d8e5c59f2,policy_uncertainty,,negative,considering,,sdn
,938627a88458a99a,frustration_venting,,very_negative,rejecting,,sdn
,0cd651ff957b6700,policy_uncertainty,,negative,pursuing,,sdn
,436e722ce315e872,general_question,,neutral,unknown,,sdn
,7487680316b7eb8a,general_question,,neutral,unknown,,sdn
,a6483b3863d72b20,general_question,,neutral,unknown,,sdn
,0c6d82f9cb288a32,policy_uncertainty,,negative,unknown,,sdn
,e49fe7c899444757,career_impact,,negative,rejecting,,sdn
,6223451b4ae2dfa7,policy_uncertainty,,very_negative,rejecting,,sdn
,5696f9dee185b31a,policy_uncertainty,,very_negative,unknown,,sdn
,322d7bef8526871f,policy_uncertainty,,neutral,unknown,,sdn
,767f4cb4622100a6,policy_uncertainty,,very_negative,rejecting,,sdn
,4dd64087210bf382,policy_uncertainty,,negative,unknown,,sdn
,fdc092babeea4990,policy_uncertainty,,negative,unknown,,sdn
,4c9024187acfa24b,policy_uncertainty,,negative,considering,,sdn
,d247be22e913ae06,career_impact,,positive,pursuing,,sdn
,87e83e5ac81acaca,policy_uncertainty,,negative,unknown,,sdn
,89b71059e56c9d83,policy_uncertainty,,negative,unknown,,sdn
,beaf3ee7761f046b,policy_uncertainty,,neutral,unknown,,sdn
,7d64418fa5e51ea4,policy_uncertainty,,very_negative,pursuing,,sdn
,85b7767ba8ae680b,policy_uncertainty,,negative,pursuing,,sdn
,1e45e74945ccb5ac,general_question,,neutral,unknown,,sdn
,90f5af69ab5afa19,general_question,,neutral,unknown,,sdn
,02c9ce51f0af5fa8,servicer_issues,,very_negative,unknown,,sdn
,8fb46061f89c15b0,policy_uncertainty,,very_negative,unknown,,sdn
,270f58abbf4b06cb,career_impact,,neutral,unknown,,sdn
,63d90150479bb85b,career_impact,,neutral,unknown,,sdn
,9c48f5f19a64006f,policy_uncertainty,,neutral,unknown,,sdn
,6dd635ec489ffa52,career_impact,,neutral,unknown,,sdn
,abb2ca5440f38712,career_impact,,neutral,unknown,,sdn
,aea7ad4bc46abbbc,career_impact,,neutral,unknown,,sdn
,8276bd92d8b5f9b9,career_impact,,neutral,unknown,,sdn
,2847c9a4d3200ea7,career_impact,,neutral,unknown,,sdn
,2e6cda4fbfc17c41,career_impact,,neutral,unknown,,sdn
,0fe07c6e6f3b4248,policy_uncertainty,,neutral,unknown,,sdn
,1de53c58a28b0b11,policy_uncertainty,,positive,pursuing,,sdn
,57a159d75f77fe96,policy_uncertainty,,positive,pursuing,,sdn
,3479140a2a7d4d0e,policy_uncertainty,,positive,pursuing,,sdn
,54276b11388d1392,policy_uncertainty,,positive,pursuing,,sdn
,f4d7c5fbca16076b,policy_uncertainty,,positive,pursuing,,sdn
,50dcb799c107010e,policy_uncertainty,,positive,pursuing,,sdn
,ef3a489a7b88d187,policy_uncertainty,,positive,pursuing,,sdn
,0a9d86b8be300079,policy_uncertainty,,positive,pursuing,,sdn
,b56161163fe0ea06,policy_uncertainty,,positive,pursuing,,sdn
,35104309802e7d3a,policy_uncertainty,,positive,pursuing,,sdn
,e9db5e9a9911a99b,policy_uncertainty,,negative,considering,,sdn
,6b4710281ba6b96d,policy_uncertainty,,negative,considering,,sdn
,76458c93e229953e,policy_uncertainty,,negative,considering,,sdn
,e835f16d90afdcd9,policy_uncertainty,,negative,considering,,sdn
,bd89f3907484e818,policy_uncertainty,,negative,considering,,sdn
,381c2fe0d74256a2,policy_uncertainty,,negative,considering,,sdn
,344ab6918642dfe6,policy_uncertainty,,negative,considering,,sdn
,24d7f56beb90d62f,policy_uncertainty,,negative,considering,,sdn
,0fc90ad62fb19fe9,policy_uncertainty,,negative,considering,,sdn
,349c3c30b29aa96d,career_impact,,negative,considering,,sdn
,61f4492e0521e37f,policy_uncertainty,,negative,considering,,sdn
,79a2585729c99ae5,policy_uncertainty,,negative,considering,,sdn
,6cdbc48bba6c2cc8,policy_uncertainty,,negative,considering,,sdn
,48d9df01d6768157,policy_uncertainty,,negative,considering,,sdn
