post_id,primary_topic,profession,pslf_sentiment,pslf_stance,source
0a608c2f5f0acbdd,policy_uncertainty,,neutral,unknown,sdn
84198dd7a3c291a7,career_impact,,positive,considering,sdn
5e00dc2505f00e0e,career_impact,,neutral,considering,sdn
17f3ebd55aa31733,financial_planning,,neutral,considering,sdn
23246dc28b76b3aa,financial_planning,,neutral,considering,sdn
f9ea39e011c4a19f,financial_planning,,neutral,unknown,sdn
a450abdc9de719e3,financial_planning,,neutral,considering,sdn
5db592a8e3b64c4e,financial_planning,,neutral,considering,sdn
a6c50ee964a51957,financial_planning,,neutral,considering,sdn
8422a52cecac1fb7,financial_planning,,neutral,considering,sdn
26993d5aa5de8d84,financial_planning,,neutral,considering,sdn
2f06c24c3490d5b5,financial_planning,,neutral,considering,sdn
7ceaacb820f1cae9,financial_planning,,neutral,considering,sdn
962764fc5c96b4ca,financial_planning,,neutral,considering,sdn
cd2b6aa6aafbd5b6,success_story,,very_positive,completed,sdn
e6ebc54615905063,success_story,,very_positive,completed,sdn
23d357739483e0bf,success_story,,very_positive,completed,sdn
01f501e7cbca19d0,success_story,,very_positive,completed,sdn
fa133b6ef4123fec,success_story,,very_positive,completed,sdn
44e1f612518b3540,success_story,,very_positive,completed,sdn
c00559897c5adb94,success_story,,very_positive,completed,sdn
82350b391060d985,success_story,,very_positive,completed,sdn
0bb4f3e5d9e9f394,success_story,,very_positive,completed,sdn
814eb0e9aae8288f,success_story,,very_positive,completed,sdn
03a9c6de7e1f384f,success_story,,very_positive,completed,sdn
9780581485844eec,success_story,,very_positive,completed,sdn
96395bf276660c2c,success_story,,positive,pursuing,sdn
db3934d1512abb4f,success_story,,very_positive,completed,sdn
d967ee336362ac20,success_story,,very_positive,completed,sdn
ae5d9e303c5687dd,success_story,,very_positive,completed,sdn
3d1666c2d09ad177,success_story,,very_positive,completed,sdn
e8842c5e1830ae75,success_story,,very_positive,completed,sdn
f76be6ef7714e267,success_story,,positive,considering,sdn
675a3db4957852f1,success_story,,very_positive,completed,sdn
49ac71f22c4b1774,success_story,,very_positive,completed,sdn
fdd70e3d28c90440,success_story,,very_positive,completed,sdn
d70a926959fb48c8,success_story,,positive,considering,sdn
70d39f91a35a47b9,success_story,,very_positive,completed,sdn
84a1a2a0fae693da,success_story,,very_positive,completed,sdn
da67319ffaf8157f,general_question,,neutral,unknown,sdn
a29a36a7f378b51a,general_question,,neutral,considering,sdn
526201447e7afc86,policy_uncertainty,,negative,unknown,sdn
97e81fa781b2e15d,financial_planning,,neutral,unknown,sdn
8ef8311aa59e2fd0,financial_planning,,very_negative,rejecting,sdn
aedf42dfbe559e97,financial_planning,,neutral,unknown,sdn
597f37ba7f7b386b,financial_planning,,neutral,considering,sdn
6033f50ae2142b70,financial_planning,,neutral,unknown,sdn
7cad170634fbabe3,policy_uncertainty,,negative,unknown,sdn
5314cb5e1c818604,policy_uncertainty,,neutral,unknown,sdn
749db5c92c961cc0,general_question,,neutral,unknown,sdn
90571c8e9eb79895,policy_uncertainty,,negative,unknown,sdn
72def1ff38551d84,financial_planning,,neutral,unknown,sdn
6ff2febd6ee4bb07,financial_planning,,neutral,unknown,sdn
fc1e38dba2f1d2f1,financial_planning,,neutral,unknown,sdn
887274633bd50cfc,general_question,,neutral,unknown,sdn
90b0182bb2ac463d,financial_planning,,neutral,unknown,sdn
201187decad8a658,policy_uncertainty,,negative,rejecting,sdn
a140bcd850c440bf,policy_uncertainty,,negative,unknown,sdn
5d4d24b8cdc40da4,financial_planning,,neutral,considering,sdn
f24bbb15bbefbf15,financial_planning,,neutral,considering,sdn
60b9b7068ac655ce,financial_planning,,neutral,unknown,sdn
16f057fb8df81370,financial_planning,,neutral,unknown,sdn
0ac76a26a3d8703f,financial_planning,,neutral,unknown,sdn
4cec85ce954d16fc,financial_planning,,neutral,unknown,sdn
b9c2db841412aa82,financial_planning,,neutral,unknown,sdn
0669779912a21b4d,financial_planning,,neutral,unknown,sdn
c244ddcc746b379d,career_impact,,negative,considering,sdn
c987b19a00ee7a5a,career_impact,,negative,considering,sdn
491fe71c752365ed,career_impact,,negative,considering,sdn
311947c071a99ce2,financial_planning,,positive,pursuing,sdn
1dfb7702d936bfef,general_question,,neutral,unknown,sdn
de573e38f97cd4f2,financial_planning,,neutral,rejecting,sdn
37fc773c94458bff,financial_planning,,neutral,rejecting,sdn
33a04ae39c919f4b,financial_planning,,neutral,rejecting,sdn
aa01e2797e74ad08,financial_planning,,neutral,unknown,sdn
740d89081a421b49,financial_planning,,neutral,considering,sdn
16f821bf9e4369bc,general_question,,positive,pursuing,sdn
389e2aab91ead623,career_impact,,neutral,considering,sdn
6f85e01c3361191d,general_question,,neutral,pursuing,sdn
0424a71b767c5903,financial_planning,,negative,considering,sdn
6f78fd06bbe0bc4a,general_question,,positive,pursuing,sdn
cbab67f4cf848c70,career_impact,,neutral,considering,sdn
907f5fc6c1924a11,financial_planning,,negative,considering,sdn
8172210196940f54,general_question,,neutral,unknown,sdn
9cdb1a9655b98d31,financial_planning,,positive,pursuing,sdn
ff8805c4e3b9807f,financial_planning,,positive,pursuing,sdn
e0f09f7f69f8560d,general_question,,positive,pursuing,sdn
830d58e0d1ebec28,general_question,,neutral,considering,sdn
6aaa167fa899c554,general_question,,neutral,unknown,sdn
078eb119e33a4a34,career_impact,,positive,pursuing,sdn
13deee8f5ba72ba1,general_question,,positive,pursuing,sdn
d620b88aa26d1f4b,career_impact,,positive,pursuing,sdn
929dd6a7dc0fc042,career_impact,,neutral,considering,sdn
01f8b9218640d70d,financial_planning,,neutral,unknown,sdn
2a3fd0ed85638bf4,financial_planning,,neutral,unknown,sdn
07c034c4b9562079,financial_planning,,positive,considering,sdn
91791f20838f1218,financial_planning,,neutral,considering,sdn
667da450c6120778,financial_planning,,neutral,unknown,sdn
306369ce7924b80e,financial_planning,,positive,pursuing,sdn
b4c42f3ef3d955e2,financial_planning,,neutral,unknown,sdn
7ea4c536775201da,financial_planning,,neutral,considering,sdn
c4929a734698f8c2,financial_planning,,neutral,considering,sdn
cafe5120097b2f5f,career_impact,,positive,considering,sdn
d72de24e41c85d96,financial_planning,,neutral,considering,sdn
6e8d2ff459ac9fd9,financial_planning,,neutral,considering,sdn
5d6d8eebb324fe8d,financial_planning,,positive,pursuing,sdn
f35dd4b839a7702b,financial_planning,,positive,pursuing,sdn
fc20fff4253826cf,financial_planning,,neutral,considering,sdn
04903292ae89f358,financial_planning,,neutral,considering,sdn
ee9b1a626bcff5d2,career_impact,,positive,considering,sdn
b8c41d26c5c4561f,financial_planning,,positive,pursuing,sdn
6974d067c21c5cf8,financial_planning,,positive,pursuing,sdn
e464a87da99188b0,financial_planning,,positive,pursuing,sdn
fd9ef7b7f2b350f9,general_question,,neutral,unknown,sdn
01b44755387f4040,general_question,,neutral,unknown,sdn
493b6049e056e300,general_question,,neutral,unknown,sdn
d075410c7fd193bb,financial_planning,,neutral,unknown,sdn
c79ccadd601290f9,financial_planning,,negative,rejecting,sdn
ea51fd8009d3de25,policy_uncertainty,,negative,pursuing,sdn
420177d313f3dfd3,policy_uncertainty,,negative,considering,sdn
b02e8dfa7021ede3,career_impact,,positive,pursuing,sdn
c0423040dd762645,financial_planning,,neutral,unknown,sdn
e4f3390dc3021818,financial_planning,,positive,unknown,sdn
83289f79238c9a82,financial_planning,,neutral,unknown,sdn
af01c55964c95449,financial_planning,,positive,pursuing,sdn
b09ea598fa91fddd,general_question,,neutral,unknown,sdn
7c2886c8c46ac01f,general_question,,neutral,unknown,sdn
d8ded093466a24ad,financial_planning,,negative,rejecting,sdn
5e8a616b9c87920d,financial_planning,,negative,rejecting,sdn
ebfa350da5e4236d,career_impact,,negative,rejecting,sdn
47f447a2c0f2c4cc,financial_planning,,negative,rejecting,sdn
981ba15dbb4a15eb,financial_planning,,neutral,pursuing,sdn
f5abc71bbd767fd7,success_story,,positive,completed,sdn
d3e31249453b217c,policy_uncertainty,,negative,considering,sdn
8def285beacfae40,policy_uncertainty,,negative,unknown,sdn
ba9155c775c103a6,policy_uncertainty,,negative,unknown,sdn
30cf423fff0c04a5,career_impact,,neutral,considering,sdn
97fe915a47fe7cfc,career_impact,,positive,unknown,sdn
ab89ba7968a0f95a,career_impact,,neutral,considering,sdn
cbb61d8b399aad58,career_impact,,positive,pursuing,sdn
c6158276bfb6c17d,career_impact,,neutral,unknown,sdn
1f75461ada4f3ca7,career_impact,,neutral,considering,sdn
e2d4b73fa7a2bcb5,career_impact,,neutral,considering,sdn
a299c1f21f7323b5,career_impact,,positive,pursuing,sdn
848440fd2cc7b003,career_impact,,positive,pursuing,sdn
decb071724c3c9aa,career_impact,,neutral,considering,sdn
3ef2b995c0f3563e,career_impact,,neutral,considering,sdn
5253aa9069f7efe5,career_impact,,positive,pursuing,sdn
5271ce0ec39125d9,career_impact,,neutral,considering,sdn
9ba5f1f91e0eee82,career_impact,,positive,pursuing,sdn
eac90848d4b87fe6,financial_planning,,neutral,considering,sdn
e3d913aa59e3815d,career_impact,,positive,pursuing,sdn
49f831ed71f6eaf9,career_impact,,neutral,considering,sdn
1d5c0a5e47e21ca4,financial_planning,,neutral,considering,sdn
50e7c793028f0949,career_impact,,positive,pursuing,sdn
28fb9b82129e7f04,career_impact,,neutral,considering,sdn
08c250a0f07c6af2,career_impact,,positive,pursuing,sdn
